,Year,NOC,Sport,sport_num,isHost,TeamNum,AvgGoldRate,AvgMedalRate,medal_sport,gold_sport
3850,1964,AUS,EDR,2,0,14,0.3333333333333333,0.4,0,0
3851,1964,AUS,CRD,2,0,14,0.0625,0.09375,0,0
3852,1964,AUS,BOX,10,0,10,0.0,0.1578947368421052,0,0
3853,1964,AUS,WPO,1,0,11,0.0,0.0,0,0
3854,1964,AUS,GAR,14,0,78,0.0,0.0,0,0
3855,1964,AUS,JUD,4,0,4,0.0303468208092485,0.0823699421965317,1,0
3856,1964,AUS,FEN,8,0,32,0.0,0.0,0,0
3857,1964,AUS,WRF,8,0,8,0.0,0.0,0,0
3858,1964,AUS,DIV,4,0,4,0.0,0.0,0,0
3859,1964,AUS,CSP,7,0,12,0.0,0.0833333333333333,0,0
3860,1964,AUS,WLF,7,0,7,0.0,0.0,0,0
3861,1964,AUS,SHO,6,0,8,0.0,0.0,0,0
3862,1964,AUS,SAL,5,0,11,0.0,0.2272727272727272,3,3
3863,1964,AUS,HOC,1,0,14,0.0,0.0,14,0
3864,1964,AUS,MPN,2,0,6,0.0,0.0,0,0
3865,1964,NGR,ATH,36,0,15,0.0,0.0,0,0
3866,1964,NGR,BOX,10,0,5,0.0,0.0,1,0
3867,1964,NOR,ROW,7,0,5,0.0,0.0,0,0
3868,1964,NOR,WRF,8,0,2,0.0,0.0,0,0
3869,1964,NOR,SAL,5,0,9,0.1333333333333333,0.1333333333333333,0,0
3870,1964,NOR,ATH,36,0,7,0.0555555555555555,0.1666666666666666,0,0
3871,1964,NOR,SHO,6,0,6,0.0,0.0,0,0
3872,1964,NOR,GAR,14,0,14,0.0,0.0,0,0
3873,1964,AUT,ATH,36,0,11,0.0,0.0,0,0
3874,1964,AUT,WRF,8,0,4,0.0,0.0,0,0
3875,1964,AUT,MPN,2,0,6,0.0,0.0,0,0
3876,1964,AUT,FEN,8,0,9,0.0,0.0,0,0
3877,1964,AUT,SWM,18,0,9,0.0,0.0,0,0
3878,1964,AUT,ROW,7,0,7,0.0,0.25,0,0
3879,1964,AUT,SAL,5,0,3,0.0,0.0,0,0
3880,1964,AUT,BOX,10,0,3,0.0,0.0,0,0
3881,1964,AUT,SHO,6,0,5,0.125,0.125,0,0
3882,1964,AUT,WLF,7,0,3,0.0,0.0,0,0
3883,1964,AUT,CSP,7,0,6,0.0,0.1,0,0
3884,1964,AUT,DIV,4,0,8,0.0,0.0,0,0
3885,1964,AUT,GAR,14,0,5,0.0,0.0,0,0
3886,1964,AUT,JUD,4,0,3,0.0039215686274509,0.0156862745098039,0,0
3887,1964,FRA,CRD,2,0,18,0.1515151515151515,0.303030303030303,2,0
3888,1964,FRA,FEN,8,0,32,0.0166666666666666,0.2166666666666666,13,0
3889,1964,FRA,GAR,14,0,36,0.0,0.0,0,0
3890,1964,FRA,WRF,8,0,3,0.0,0.0714285714285714,0,0
3891,1964,FRA,ATH,36,0,51,0.0113636363636363,0.034090909090909,5,0
3892,1964,FRA,SWM,18,0,17,0.0,0.0,1,0
3893,1964,FRA,CSP,7,0,2,0.0,0.1052631578947368,2,0
3894,1964,FRA,ROW,7,0,23,0.0,0.3103448275862069,3,0
3895,1964,FRA,JUD,4,0,4,0.0067796610169491,0.0322033898305084,0,0
3896,1964,FRA,SAL,5,0,3,0.0,0.0,0,0
3897,1964,FRA,BOX,10,0,4,0.0,0.1428571428571428,1,0
3898,1964,FRA,EDR,2,0,14,0.0,0.1333333333333333,4,1
3899,1964,FRA,SHO,6,0,5,0.0,0.0,0,0
3900,1964,FRA,WLF,7,0,2,0.0,0.1111111111111111,0,0
3901,1964,TUR,WRF,8,0,16,0.3125,0.5,6,2
3902,1964,TUR,SAL,5,0,3,0.0,0.0,0,0
3903,1964,TUR,ATH,36,0,5,0.0,0.0,0,0
3904,1964,TUR,WLF,7,0,1,0.1162790697674418,0.1860465116279069,0,0
3905,1964,IND,ATH,36,0,17,0.0,0.0,0,0
3906,1964,IND,HOC,1,0,15,0.5666666666666667,1.0,15,15
3907,1964,IND,WRF,8,0,13,0.0,0.0,0,0
3908,1964,IND,GAR,14,0,48,0.0,0.0,0,0
3909,1964,IND,WLF,7,0,2,0.0,0.0,0,0
3910,1964,IND,DIV,4,0,2,0.0078125,0.015625,0,0
3911,1964,IND,SHO,6,0,2,0.0,0.0,0,0
3912,1964,IND,CRD,2,0,12,0.0078125,0.015625,0,0
3913,1964,MAS,HOC,1,0,14,0.0,0.0,0,0
3914,1964,MAS,CRD,2,0,14,0.0,0.0,0,0
3915,1964,MAS,ATH,36,0,17,0.0,0.0,0,0
3916,1964,MAS,WLF,7,0,6,0.0,0.0,0,0
3917,1964,MAS,SWM,18,0,15,0.0,0.0,0,0
3918,1964,MAS,SHO,6,0,7,0.0,0.0,0,0
3919,1964,MAS,BOX,10,0,2,0.0,0.0,0,0
3920,1964,MAS,WRF,8,0,2,0.0,0.0,0,0
3921,1964,MAS,JUD,4,0,1,0.0,0.0,0,0
3922,1964,MAS,FEN,8,0,3,0.0,0.0,0,0
3923,1964,FIN,WRF,8,0,10,0.0714285714285714,0.1428571428571428,0,0
3924,1964,FIN,ATH,36,0,17,0.0,0.074074074074074,1,1
3925,1964,FIN,GAR,14,0,58,0.0075757575757575,0.053030303030303,1,0
3926,1964,FIN,SAL,5,0,5,0.0,0.0,0,0
3927,1964,FIN,BKB,1,0,12,0.0109289617486338,0.0546448087431694,0,0
3928,1964,FIN,BOX,10,0,5,0.0,0.2,1,0
3929,1964,FIN,SWM,18,0,13,0.0,0.0,0,0
3930,1964,FIN,ROW,7,0,7,0.0,0.3333333333333333,0,0
3931,1964,FIN,MPN,2,0,6,0.0,0.4166666666666667,0,0
3932,1964,FIN,SHO,6,0,10,0.0476190476190476,0.1428571428571428,2,2
3933,1964,FIN,WLF,7,0,4,0.0,0.0,0,0
3934,1964,FIN,DIV,4,0,1,0.0,0.0,0,0
3935,1964,FIN,CSP,7,0,3,0.0,0.0,0,0
3936,1964,SUI,SHO,6,0,10,0.0,0.0833333333333333,0,0
3937,1964,SUI,FEN,8,0,8,0.0,0.0,0,0
3938,1964,SUI,ATH,36,0,16,0.0,0.0,0,0
3939,1964,SUI,GAR,14,0,48,0.0,0.0,0,0
3940,1964,SUI,ROW,7,0,8,0.0,0.1111111111111111,1,0
3941,1964,SUI,SWM,18,0,4,0.0,0.0,0,0
3942,1964,SUI,SAL,5,0,7,0.0,0.2727272727272727,0,0
3943,1964,SUI,EDR,2,0,12,0.0,0.3,4,1
3944,1964,SUI,JUD,4,0,1,0.0,0.0292887029288702,1,0
3945,1964,SUI,CRD,2,0,8,0.0,0.0,0,0
3946,1964,SUI,BOX,10,0,2,0.0,0.0,0,0
3947,1964,SUI,WRF,8,0,4,0.0,0.0,0,0
3948,1964,SUI,WLF,7,0,1,0.0,0.0,0,0
3949,1964,POR,ATH,36,0,4,0.0,0.0,0,0
3950,1964,POR,SWM,18,0,3,0.0,0.0,0,0
3951,1964,POR,SAL,5,0,6,0.0,0.125,0,0
3952,1964,POR,EDR,2,0,2,0.0,0.0,0,0
3953,1964,POR,SHO,6,0,4,0.0,0.0,0,0
3954,1964,POR,GAR,14,0,5,0.0,0.0,0,0
3955,1964,POR,JUD,4,0,1,0.0,0.0078740157480314,0,0
3956,1964,CAN,HOC,1,0,14,0.0068965517241379,0.0241379310344827,0,0
3957,1964,CAN,FEN,8,0,7,0.0,0.0,0,0
3958,1964,CAN,ATH,36,0,26,0.0,0.0,2,0
3959,1964,CAN,BKB,1,0,11,0.0,0.0,0,0
3960,1964,CAN,SHO,6,0,10,0.0476190476190476,0.0952380952380952,0,0
3961,1964,CAN,ROW,7,0,16,0.1428571428571428,0.7857142857142857,2,2
3962,1964,CAN,SAL,5,0,11,0.0,0.0,0,0
3963,1964,CAN,CSP,7,0,6,0.0,0.0,0,0
3964,1964,CAN,GAR,14,0,26,0.0,0.0,0,0
3965,1964,CAN,BOX,10,0,4,0.0,0.0,0,0
3966,1964,CAN,DIV,4,0,6,0.0,0.1428571428571428,0,0
3967,1964,CAN,WRF,8,0,5,0.0,0.0,0,0
3968,1964,CAN,EDR,2,0,2,0.0,0.2,0,0
3969,1964,CAN,SWM,18,0,46,0.0,0.0,0,0
3970,1964,CAN,WLF,7,0,3,0.0,0.0,0,0
3971,1964,CAN,JUD,4,0,1,0.0068965517241379,0.0241379310344827,1,0
3972,1964,ETH,BOX,10,0,3,0.0222222222222222,0.0222222222222222,0,0
3973,1964,ETH,CRD,2,0,8,0.0,0.0,0,0
3974,1964,ETH,ATH,36,0,8,0.0344827586206896,0.0344827586206896,1,1
3975,1964,PHI,BOX,10,0,6,0.0,0.0,1,0
3976,1964,PHI,SHO,6,0,10,0.0,0.0,0,0
3977,1964,PHI,CRD,2,0,8,0.0,0.0,0,0
3978,1964,PHI,ATH,36,0,17,0.0,0.0,0,0
3979,1964,PHI,WRF,8,0,8,0.0,0.0,0,0
3980,1964,PHI,JUD,4,0,4,0.0,0.0,0,0
3981,1964,PHI,SWM,18,0,2,0.0,0.0,0,0
3982,1964,PHI,SAL,5,0,3,0.0,0.0,0,0
3983,1964,PHI,GAR,14,0,11,0.0,0.0,0,0
3984,1964,PHI,WLF,7,0,1,0.0,0.0,0,0
3985,1964,USA,CRD,2,0,18,0.0,0.0,0,0
3986,1964,USA,SWM,18,0,76,0.391304347826087,0.6739130434782609,61,45
3987,1964,USA,ROW,7,0,27,0.3461538461538461,0.5384615384615384,19,12
3988,1964,USA,FEN,8,0,31,0.0,0.0161290322580645,0,0
3989,1964,USA,SHO,6,0,12,0.0454545454545454,0.1363636363636363,7,2
3990,1964,USA,DIV,4,0,12,0.25,0.75,8,3
3991,1964,USA,WPO,1,0,10,0.0,0.0,0,0
3992,1964,USA,ATH,36,0,99,0.2072538860103626,0.3730569948186528,33,20
3993,1964,USA,WRF,8,0,16,0.09375,0.15625,1,0
3994,1964,USA,GAR,14,0,84,0.0,0.0,0,0
3995,1964,USA,BKB,1,0,12,1.0,1.0,12,12
3996,1964,USA,SAL,5,0,11,0.2083333333333333,0.3333333333333333,11,0
3997,1964,USA,WLF,7,0,7,0.3571428571428571,0.9285714285714286,2,0
3998,1964,USA,JUD,4,0,4,0.0757749712973593,0.166475315729047,1,0
3999,1964,USA,VVO,2,0,24,0.0757749712973593,0.166475315729047,0,0
4000,1964,USA,BOX,10,0,10,0.2777777777777778,0.3888888888888889,4,1
4001,1964,USA,EDR,2,0,20,0.0,0.1,4,0
4002,1964,USA,CSP,7,0,13,0.0,0.0,3,0
4003,1964,USA,MPN,2,0,6,0.0,0.5833333333333334,3,0
4004,1964,BEL,ATH,36,0,13,0.0,0.0357142857142857,1,1
4005,1964,BEL,HOC,1,0,16,0.0,0.0,0,0
4006,1964,BEL,CRD,2,0,15,0.0,0.0689655172413793,2,1
4007,1964,BEL,FEN,8,0,2,0.0,0.0,0,0
4008,1964,BEL,WPO,1,0,10,0.0,0.0,0,0
4009,1964,BEL,ROW,7,0,2,0.0,0.0,0,0
4010,1964,BEL,GAR,14,0,5,0.0,0.0,0,0
4011,1964,BEL,SHO,6,0,2,0.0,0.0,0,0
4012,1964,BEL,WRF,8,0,3,0.0,0.1111111111111111,0,0
4013,1964,BEL,SAL,5,0,1,0.0,0.5,0,0
4014,1964,BEL,WLF,7,0,1,0.0,0.0,0,0
4015,1964,BEL,CSP,7,0,2,0.0,0.0,0,0
4016,1964,BEL,SWM,18,0,2,0.0,0.0,0,0
4017,1964,URU,CRD,2,0,14,0.0,0.0,0,0
4018,1964,URU,ROW,7,0,2,0.0,0.0,0,0
4019,1964,URU,BKB,1,0,12,0.0,0.5,0,0
4020,1964,URU,BOX,10,0,1,0.0,0.0,1,0
4021,1964,NED,ROW,7,0,17,0.0,0.0,10,0
4022,1964,NED,SWM,18,0,48,0.0,0.1034482758620689,10,0
4023,1964,NED,ATH,36,0,10,0.0,0.0,0,0
4024,1964,NED,HOC,1,0,18,0.0,0.0,0,0
4025,1964,NED,WPO,1,0,11,0.0,0.0,0,0
4026,1964,NED,VVO,2,0,12,0.0,0.0186335403726708,0,0
4027,1964,NED,CRD,2,0,18,0.0,0.0,8,4
4028,1964,NED,SAL,5,0,7,0.0,0.0,0,0
4029,1964,NED,BOX,10,0,4,0.0,0.0,0,0
4030,1964,NED,JUD,4,0,4,0.0,0.0186335403726708,1,1
4031,1964,NED,CSP,7,0,7,0.0,0.0,2,0
4032,1964,NED,SHO,6,0,2,0.0,0.0186335403726708,0,0
4033,1964,UGA,ATH,36,0,14,0.0,0.0,0,0
4034,1964,UGA,BOX,10,0,5,0.0,0.0,0,0
4035,1964,KOR,CRD,2,0,8,0.0,0.0,0,0
4036,1964,KOR,EDR,2,0,14,0.0,0.0,0,0
4037,1964,KOR,SHO,6,0,12,0.0,0.0,0,0
4038,1964,KOR,ROW,7,0,9,0.0,0.0235294117647058,0,0
4039,1964,KOR,BKB,1,0,12,0.0,0.0,0,0
4040,1964,KOR,FBL,1,0,16,0.0,0.0235294117647058,0,0
4041,1964,KOR,WRF,8,0,13,0.0,0.0,1,0
4042,1964,KOR,VVO,2,0,24,0.0,0.0235294117647058,0,0
4043,1964,KOR,MPN,2,0,1,0.0,0.0235294117647058,0,0
4044,1964,KOR,GAR,14,0,63,0.0,0.0,0,0
4045,1964,KOR,ATH,36,0,24,0.0,0.0,0,0
4046,1964,KOR,FEN,8,0,15,0.0,0.0235294117647058,0,0
4047,1964,KOR,WLF,7,0,7,0.0,0.0769230769230769,0,0
4048,1964,KOR,SWM,18,0,6,0.0,0.0235294117647058,0,0
4049,1964,KOR,BOX,10,0,8,0.0,0.0909090909090909,1,0
4050,1964,KOR,DIV,4,0,4,0.0,0.0,0,0
4051,1964,KOR,JUD,4,0,4,0.0,0.0235294117647058,1,0
4052,1964,CAM,SAL,5,0,3,0.0,0.0,0,0
4053,1964,CAM,BOX,10,0,4,0.0,0.0,0,0
4054,1964,CAM,CRD,2,0,8,0.0,0.0,0,0
4055,1964,DEN,ATH,36,0,5,0.0,0.0,0,0
4056,1964,DEN,SAL,5,0,9,0.1538461538461538,0.7692307692307693,4,3
4057,1964,DEN,BOX,10,0,4,0.0,0.0,0,0
4058,1964,DEN,ROW,7,0,14,0.0,0.0,4,4
4059,1964,DEN,CRD,2,0,18,0.0,0.0,2,0
4060,1964,DEN,CSP,7,0,8,0.0555555555555555,0.3333333333333333,2,0
4061,1964,DEN,WRF,8,0,3,0.0,0.0,0,0
4062,1964,DEN,SWM,18,0,4,0.0,0.0,0,0
4063,1964,DEN,SHO,6,0,4,0.0,0.0,0,0
4064,1964,DEN,DIV,4,0,2,0.0,0.0,0,0
4065,1964,IRL,BOX,10,0,5,0.0,0.2352941176470588,1,0
4066,1964,IRL,FEN,8,0,6,0.0,0.0,0,0
4067,1964,IRL,EDR,2,0,8,0.0,0.0,0,0
4068,1964,IRL,ATH,36,0,9,0.0666666666666666,0.0666666666666666,0,0
4069,1964,IRL,SAL,5,0,4,0.0,0.0,0,0
4070,1964,IRL,WRF,8,0,2,0.0,0.0,0,0
4071,1964,IRL,JUD,4,0,1,0.0113636363636363,0.0568181818181818,0,0
4072,1964,ROU,FBL,1,0,18,0.0308880308880308,0.0888030888030888,0,0
4073,1964,ROU,CRD,2,0,8,0.0,0.0,0,0
4074,1964,ROU,WLF,7,0,2,0.0,0.0,0,0
4075,1964,ROU,ATH,36,0,14,0.0588235294117647,0.1176470588235294,3,2
4076,1964,ROU,WRF,8,0,12,0.0909090909090909,0.3636363636363636,3,0
4077,1964,ROU,VVO,2,0,21,0.0308880308880308,0.0888030888030888,0,0
4078,1964,ROU,SHO,6,0,10,0.1052631578947368,0.1578947368421052,1,0
4079,1964,ROU,GAR,14,0,84,0.0,0.1666666666666666,0,0
4080,1964,ROU,BOX,10,0,9,0.0769230769230769,0.3846153846153846,0,0
4081,1964,ROU,ROW,7,0,7,0.0,0.0,0,0
4082,1964,ROU,FEN,8,0,24,0.0,0.08,0,0
4083,1964,ROU,CSP,7,0,13,0.2105263157894736,0.2631578947368421,9,0
4084,1964,ROU,WPO,1,0,10,0.0,0.0,0,0
4085,1964,CZE,ROW,7,0,20,0.0588235294117647,0.3235294117647059,11,0
4086,1964,CZE,ATH,36,0,15,0.0178571428571428,0.0535714285714285,2,0
4087,1964,CZE,FBL,1,0,17,0.0,0.0,17,0
4088,1964,CZE,GAR,14,0,84,0.0057471264367816,0.0459770114942528,9,3
4089,1964,CZE,VVO,2,0,11,0.0,0.0,11,0
4090,1964,CZE,CRD,2,0,13,0.0,0.1363636363636363,1,1
4091,1964,CZE,SHO,6,0,6,0.0,0.0588235294117647,1,0
4092,1964,CZE,SWM,18,0,5,0.0,0.0,0,0
4093,1964,CZE,CSP,7,0,4,0.0,0.0,0,0
4094,1964,CZE,WRF,8,0,4,0.0,0.2,1,0
4095,1964,CZE,BOX,10,0,5,0.125,0.25,0,0
4096,1964,CZE,WLF,7,0,2,0.0,0.0,1,1
4097,1964,CZE,SAL,5,0,1,0.0,0.0,0,0
4098,1964,POL,FEN,8,0,24,0.0,0.3095238095238095,11,1
4099,1964,POL,CSP,7,0,10,0.0,0.1875,0,0
4100,1964,POL,GAR,14,0,84,0.0,0.0476190476190476,0,0
4101,1964,POL,ATH,36,0,49,0.03,0.12,14,5
4102,1964,POL,WLF,7,0,7,0.0833333333333333,0.25,4,1
4103,1964,POL,CRD,2,0,11,0.0,0.0,0,0
4104,1964,POL,BOX,10,0,10,0.0526315789473684,0.4736842105263157,7,3
4105,1964,POL,BKB,1,0,12,0.0,0.0,0,0
4106,1964,POL,VVO,2,0,10,0.0117647058823529,0.0705882352941176,10,0
4107,1964,POL,WRF,8,0,5,0.0,0.0769230769230769,0,0
4108,1964,POL,SHO,6,0,7,0.0,0.0833333333333333,0,0
4109,1964,POL,ROW,7,0,11,0.0,0.0769230769230769,0,0
4110,1964,LUX,ATH,36,0,5,0.0,0.0,0,0
4111,1964,LUX,FEN,8,0,2,0.0,0.0,0,0
4112,1964,LUX,SHO,6,0,2,0.0,0.0,0,0
4113,1964,LUX,CRD,2,0,2,0.0,0.0,0,0
4114,1964,LUX,WRF,8,0,1,0.0,0.0,0,0
4115,1964,LUX,GAR,14,0,14,0.0,0.0,0,0
4116,1964,LUX,SWM,18,0,1,0.0,0.0,0,0
4117,1964,NZL,HOC,1,0,14,0.0,0.0,0,0
4118,1964,NZL,ATH,36,0,20,0.0909090909090909,0.1212121212121212,4,2
4119,1964,NZL,ROW,7,0,15,0.0,0.0,0,0
4120,1964,NZL,CRD,2,0,8,0.0,0.0,0,0
4121,1964,NZL,BOX,10,0,2,0.0,0.0,0,0
4122,1964,NZL,GAR,14,0,15,0.0384615384615384,0.048076923076923,0,0
4123,1964,NZL,SWM,18,0,2,0.0,0.0,0,0
4124,1964,NZL,WRF,8,0,2,0.0,0.0,0,0
4125,1964,NZL,EDR,2,0,6,0.0,0.0,0,0
4126,1964,NZL,SAL,5,0,3,0.25,0.25,2,2
4127,1964,NZL,WLF,7,0,1,0.0,0.0,0,0
4128,1964,AFG,WRF,8,0,8,0.0,0.0,0,0
4129,1964,LBN,SHO,6,0,1,0.0,0.0,0,0
4130,1964,LBN,FEN,8,0,7,0.0,0.0,0,0
4131,1964,COL,SWM,18,0,2,0.0,0.0,0,0
4132,1964,COL,CRD,2,0,12,0.0,0.0,0,0
4133,1964,COL,SHO,6,0,1,0.0,0.0,0,0
4134,1964,COL,FEN,8,0,18,0.0,0.0,0,0
4135,1964,COL,ATH,36,0,6,0.0,0.0,0,0
4136,1964,COL,DIV,4,0,1,0.0,0.0,0,0
4137,1964,THA,SAL,5,0,4,0.0,0.0,0,0
4138,1964,THA,ATH,36,0,25,0.0,0.0,0,0
4139,1964,THA,SHO,6,0,10,0.0,0.0,0,0
4140,1964,THA,CRD,2,0,13,0.0,0.0,0,0
4141,1964,THA,SWM,18,0,3,0.0,0.0,0,0
4142,1964,THA,WLF,7,0,4,0.0,0.0,0,0
4143,1964,THA,JUD,4,0,3,0.0,0.0,0,0
4144,1964,THA,BOX,10,0,5,0.0,0.0,0,0
4145,1964,ISR,ATH,36,0,6,0.0,0.0,0,0
4146,1964,ISR,SHO,6,0,4,0.0,0.0,0,0
4147,1964,ISR,SWM,18,0,3,0.0,0.0,0,0
4148,1964,TUN,ATH,36,0,9,0.0,0.0,1,0
4149,1964,TUN,BOX,10,0,2,0.0,0.0,1,0
4150,1964,TUN,JUD,4,0,1,0.0,0.0,0,0
4151,1964,ZAM,ATH,36,0,6,0.0,0.0,0,0
4152,1964,ZAM,SWM,18,0,4,0.0,0.0,0,0
4153,1964,ZAM,BOX,10,0,2,0.0,0.0,0,0
4154,1964,ZAM,FEN,8,0,1,0.0,0.0,0,0
4155,1964,ZAM,WRF,8,0,2,0.0,0.0,0,0
4156,1964,TTO,WLF,7,0,2,0.0,0.0,0,0
4157,1964,TTO,SAL,5,0,2,0.0,0.0,0,0
4158,1964,TTO,ATH,36,0,10,0.0,0.0,6,0
4159,1964,TTO,CRD,2,0,4,0.0,0.0,0,0
4160,1964,YUG,ROW,7,0,12,0.0,0.0,0,0
4161,1964,YUG,FBL,1,0,16,0.5333333333333333,1.0,0,0
4162,1964,YUG,WPO,1,0,11,0.0,0.5,11,0
4163,1964,YUG,GAR,14,0,48,0.0,0.0,2,1
4164,1964,YUG,ATH,36,0,12,0.0,0.032258064516129,0,0
4165,1964,YUG,WRF,8,0,4,0.0,0.1428571428571428,2,1
4166,1964,YUG,BKB,1,0,12,0.0,0.0,0,0
4167,1964,YUG,CSP,7,0,4,0.0,0.0,0,0
4168,1964,YUG,SWM,18,0,4,0.0,0.0,0,0
4169,1964,MGL,WRF,8,0,8,0.0,0.0,0,0
4170,1964,MGL,WLF,7,0,1,0.0,0.0,0,0
4171,1964,MGL,CRD,2,0,8,0.0,0.0,0,0
4172,1964,MGL,ATH,36,0,4,0.0,0.0,0,0
4173,1964,MGL,SHO,6,0,3,0.0,0.0,0,0
4174,1964,MGL,GAR,14,0,17,0.0,0.0,0,0
4175,1964,ZIM,HOC,1,0,15,0.0,0.0,0,0
4176,1964,ZIM,DIV,4,0,5,0.0,0.0,0,0
4177,1964,ZIM,SAL,5,0,3,0.0,0.0,0,0
4178,1964,ZIM,ATH,36,0,4,0.0,0.0,0,0
4179,1964,ZIM,BOX,10,0,1,0.0,0.0,0,0
4180,1964,ZIM,SHO,6,0,2,0.0,0.0,0,0
4181,1964,ZIM,SWM,18,0,3,0.0,0.0,0,0
4182,1964,CRC,JUD,4,0,2,0.0,0.0,0,0
4183,1964,MYA,BOX,10,0,3,0.0,0.0,0,0
4184,1964,MYA,WLF,7,0,3,0.0,0.0,0,0
4185,1964,MYA,SHO,6,0,2,0.0,0.0,0,0
4186,1964,MYA,ATH,36,0,2,0.0,0.0,0,0
4187,1964,MYA,SWM,18,0,2,0.0,0.0,0,0
4188,1964,CUB,BOX,10,0,6,0.0,0.0,0,0
4189,1964,CUB,ATH,36,0,4,0.0,0.0,1,0
4190,1964,CUB,ROW,7,0,14,0.0,0.0,0,0
4191,1964,CUB,GAR,14,0,48,0.0,0.0,0,0
4192,1964,CUB,FEN,8,0,3,0.0,0.0,0,0
4193,1964,CUB,WLF,7,0,1,0.0,0.0,0,0
4194,1964,AHO,FEN,8,0,1,0.0,0.0,0,0
4195,1964,AHO,WLF,7,0,3,0.0,0.0,0,0
4196,1964,VEN,SAL,5,0,3,0.0,0.0,0,0
4197,1964,VEN,SWM,18,0,4,0.0,0.0,0,0
4198,1964,VEN,SHO,6,0,4,0.0,0.0625,0,0
4199,1964,VEN,ATH,36,0,11,0.0,0.0,0,0
4200,1964,VEN,JUD,4,0,1,0.0,0.0108695652173913,0,0
4201,1964,JAM,SHO,6,0,1,0.0,0.0,0,0
4202,1964,JAM,ATH,36,0,26,0.0,0.0,0,0
4203,1964,JAM,BOX,10,0,2,0.0,0.0,0,0
4204,1964,JAM,SAL,5,0,3,0.0,0.0,0,0
4205,1964,LIE,ATH,36,0,3,0.0,0.0,0,0
4206,1964,SRI,BOX,10,0,2,0.0,0.0,0,0
4207,1964,SRI,WRF,8,0,1,0.0,0.0,0,0
4208,1964,SRI,SHO,6,0,2,0.0,0.0,0,0
4209,1964,SRI,ATH,36,0,2,0.0,0.0,0,0
4210,1964,MLI,ATH,36,0,2,0.0,0.0,0,0
4211,1964,PAN,WRF,8,0,3,0.0,0.0,0,0
4212,1964,PAN,JUD,4,0,1,0.0,0.0,0,0
4213,1964,PAN,ATH,36,0,9,0.0,0.0,0,0
4214,1964,PAN,BOX,10,0,1,0.0,0.0,0,0
4215,1964,PAN,WLF,7,0,1,0.0,0.0,0,0
4216,1964,HKG,HOC,1,0,17,0.0,0.0,0,0
4217,1964,HKG,SWM,18,0,5,0.0,0.0,0,0
4218,1964,HKG,CRD,2,0,8,0.0,0.0,0,0
4219,1964,HKG,ATH,36,0,7,0.0,0.0,0,0
4220,1964,HKG,SAL,5,0,4,0.0,0.0,0,0
4221,1964,HKG,SHO,6,0,7,0.0,0.0,0,0
4222,1964,HKG,BOX,10,0,2,0.0,0.0,0,0
4223,1964,TPE,JUD,4,0,4,0.0,0.0185185185185185,0,0
4224,1964,TPE,WLF,7,0,7,0.0,0.0,0,0
4225,1964,TPE,BOX,10,0,7,0.0,0.0,0,0
4226,1964,TPE,ATH,36,0,10,0.0,0.0714285714285714,0,0
4227,1964,TPE,CRD,2,0,8,0.0,0.0185185185185185,0,0
4228,1964,TPE,GAR,14,0,53,0.0,0.0185185185185185,0,0
4229,1964,TPE,SHO,6,0,7,0.0,0.0,0,0
4230,1964,BAH,ATH,36,0,4,0.0,0.0,0,0
4231,1964,BAH,SAL,5,0,8,0.0,0.1428571428571428,2,2
4232,1964,BER,SAL,5,0,4,0.0,0.0,0,0
4233,1964,SEN,ATH,36,0,14,0.0,0.0,0,0
4234,1964,GUY,WLF,7,0,1,0.0,0.0,0,0
4235,1964,CGO,ATH,36,0,2,0.0,0.0,0,0
4236,1964,GRE,SAL,5,0,4,0.3,0.3,0,0
4237,1964,GRE,WRF,8,0,5,0.0,0.0,0,0
4238,1964,GRE,SHO,6,0,4,0.0,0.0,0,0
4239,1964,GRE,ATH,36,0,6,0.0,0.0294117647058823,0,0
4240,1964,CHI,ATH,36,0,4,0.0,0.0714285714285714,0,0
4241,1964,CHI,MPN,2,0,1,0.0,0.0,0,0
4242,1964,CHI,FEN,8,0,3,0.0,0.0769230769230769,0,0
4243,1964,CHI,SHO,6,0,3,0.0,0.0,0,0
4244,1964,CHI,BOX,10,0,4,0.0,0.5,0,0
4245,1964,CHI,EDR,2,0,1,0.0,0.0769230769230769,0,0
4246,1964,ISL,SWM,18,0,3,0.0,0.0,0,0
4247,1964,ISL,ATH,36,0,2,0.0,0.0909090909090909,0,0
4248,1964,NEP,BOX,10,0,4,0.0,0.0,0,0
4249,1964,NEP,ATH,36,0,2,0.0,0.0,0,0
4250,1964,VIE,ATH,36,0,3,0.0,0.0,0,0
4251,1964,VIE,CRD,2,0,11,0.0,0.0,0,0
4252,1964,VIE,SWM,18,0,3,0.0,0.0,0,0
4253,1964,VIE,JUD,4,0,3,0.0,0.0,0,0
4254,1964,VIE,FEN,8,0,3,0.0,0.0,0,0
4255,1964,CHA,ATH,36,0,2,0.0,0.0,0,0
4256,1964,BOL,CSP,7,0,1,0.0,0.0,0,0
4257,1964,LBR,ATH,36,0,2,0.0,0.0,0,0
4258,1964,ALG,GAR,14,0,7,0.0,0.0,0,0
4259,1964,CMR,ATH,36,0,2,0.0,0.0,0,0
4260,1964,MAD,ATH,36,0,4,0.0,0.0,0,0
4261,1964,DOM,ATH,36,0,1,0.0,0.0,0,0
4262,1968,NOR,SAL,5,0,12,0.1111111111111111,0.1111111111111111,2,0
