,Name,Year,NOC,Sport,Sex,isHost,TeamNum,AvgGoldRate,AvgMedalRate,LastMedal,Medal,gold,total_medal
222215,Hanna Shevchuk,2028,UKR,ATH,F,0,28,0.012987012987012988,0.05194805194805195,No medal,No medal,0,0
222216,Oleksandr Pohorilko,2028,UKR,ATH,M,0,28,0.012987012987012988,0.05194805194805195,No medal,No medal,0,0
222217,Oleksandr Pohorilko,2028,UKR,ATH,M,0,28,0.012987012987012988,0.05194805194805195,No medal,No medal,0,0
222218,Mykhaylo Kokhan,2028,UKR,ATH,M,0,28,0.012987012987012988,0.05194805194805195,No medal,Bronze,0,0
222219,Mariia Sakharuk,2028,UKR,ATH,F,0,28,0.012987012987012988,0.05194805194805195,No medal,No medal,0,0
222220,Oleh Doroshchuk,2028,UKR,ATH,M,0,28,0.012987012987012988,0.05194805194805195,No medal,No medal,0,0
222221,Ivan Banzeruk,2028,UKR,ATH,M,0,28,0.012987012987012988,0.05194805194805195,No medal,No medal,0,0
222222,Ihor Hlavan,2028,UKR,ATH,M,0,28,0.012987012987012988,0.05194805194805195,No medal,No medal,0,0
222223,Iryna Gerashchenko,2028,UKR,ATH,F,0,28,0.012987012987012988,0.05194805194805195,No medal,Bronze,0,0
222224,Danylo Danylenko,2028,UKR,ATH,M,0,28,0.012987012987012988,0.05194805194805195,No medal,No medal,0,0
222225,Viktoriya Tkachuk,2028,UKR,ATH,F,0,28,0.012987012987012988,0.05194805194805195,No medal,No medal,0,0
222226,Andrii Protsenko,2028,UKR,ATH,M,0,28,0.012987012987012988,0.05194805194805195,No medal,No medal,0,0
222227,Vitalii Butrym,2028,UKR,ATH,M,0,28,0.012987012987012988,0.05194805194805195,No medal,No medal,0,0
222228,Yana Belomoina,2028,UKR,MTB,F,0,2,0.0,0.0,No medal,No medal,0,0
222229,Oleksandr Hudyma,2028,UKR,MTB,M,0,2,0.0,0.0,No medal,No medal,0,0
222230,Veronika Marchenko,2028,UKR,ARC,F,0,4,0.0,0.0,No medal,No medal,0,0
222231,Veronika Marchenko,2028,UKR,ARC,F,0,4,0.0,0.0,No medal,No medal,0,0
222232,Mykhailo Usach,2028,UKR,ARC,M,0,4,0.0,0.0,No medal,No medal,0,0
222233,Mykhailo Usach,2028,UKR,ARC,M,0,4,0.0,0.0,No medal,No medal,0,0
222234,Viktoriia Us,2028,UKR,CSL,F,0,3,0.0,0.0,No medal,No medal,0,0
222235,Viktoriia Us,2028,UKR,CSL,F,0,3,0.0,0.0,No medal,No medal,0,0
222236,Viktoriia Us,2028,UKR,CSL,F,0,3,0.0,0.0,No medal,No medal,0,0
222237,Yuliia Biriukova,2028,UKR,CRD,F,0,3,0.0,0.0,No medal,No medal,0,0
222238,Yuliia Biriukova,2028,UKR,CRD,F,0,3,0.0,0.0,No medal,No medal,0,0
222239,Anatolii Budiak,2028,UKR,CRD,M,0,3,0.0,0.0,No medal,No medal,0,0
222240,Liudmyla Luzan,2028,UKR,CSP,F,0,12,0.0,0.16666666666666666,Silver,No medal,0,0
222241,Liudmyla Luzan,2028,UKR,CSP,F,0,12,0.0,0.16666666666666666,Silver,Silver,0,0
222242,Anastasiia Rybachok,2028,UKR,CSP,F,0,12,0.0,0.16666666666666666,No medal,No medal,0,0
222243,Anastasiia Rybachok,2028,UKR,CSP,F,0,12,0.0,0.16666666666666666,No medal,Silver,0,0
222244,Oleh Kukharyk,2028,UKR,CSP,M,0,12,0.0,0.16666666666666666,No medal,No medal,0,0
222245,Oleh Kukharyk,2028,UKR,CSP,M,0,12,0.0,0.16666666666666666,No medal,No medal,0,0
222246,Ihor Trunov,2028,UKR,CSP,M,0,12,0.0,0.16666666666666666,No medal,No medal,0,0
222247,Ihor Trunov,2028,UKR,CSP,M,0,12,0.0,0.16666666666666666,No medal,No medal,0,0
222248,Dmytro Danylenko,2028,UKR,CSP,M,0,12,0.0,0.16666666666666666,No medal,No medal,0,0
222249,Ivan Semykin,2028,UKR,CSP,M,0,12,0.0,0.16666666666666666,No medal,No medal,0,0
222250,Pavlo Altukhov,2028,UKR,CSP,M,0,12,0.0,0.16666666666666666,No medal,No medal,0,0
222251,Mariya Povkh,2028,UKR,CSP,F,0,12,0.0,0.16666666666666666,No medal,No medal,0,0
222252,Kateryna Dudchenko,2028,UKR,ROW,F,0,6,0.0,0.0,No medal,No medal,0,0
222253,Daryna Verkhogliad,2028,UKR,ROW,F,0,6,0.0,0.0,No medal,No medal,0,0
222254,Yevheniia Dovhodko,2028,UKR,ROW,F,0,6,0.0,0.0,No medal,No medal,0,0
222255,Anastasiia Kozhenkova,2028,UKR,ROW,F,0,6,0.0,0.0,No medal,No medal,0,0
222256,Stanislav Kovalov,2028,UKR,ROW,M,0,6,0.0,0.0,No medal,No medal,0,0
222257,Igor Khmara,2028,UKR,ROW,M,0,6,0.0,0.0,No medal,No medal,0,0
222258,Kirill Boliukh,2028,UKR,DIV,M,0,11,0.0,0.0,No medal,No medal,0,0
222259,Oleg Kolodiy,2028,UKR,DIV,M,0,11,0.0,0.0,No medal,No medal,0,0
222260,Oleksii Sereda,2028,UKR,DIV,M,0,11,0.0,0.0,No medal,No medal,0,0
222261,Oleksii Sereda,2028,UKR,DIV,M,0,11,0.0,0.0,No medal,No medal,0,0
222262,Danylo Konovalov,2028,UKR,DIV,M,0,11,0.0,0.0,No medal,No medal,0,0
222263,Kseniia Bailo,2028,UKR,DIV,F,0,11,0.0,0.0,No medal,No medal,0,0
222264,Sofiia Lyskun,2028,UKR,DIV,F,0,11,0.0,0.0,No medal,No medal,0,0
222265,Sofiia Lyskun,2028,UKR,DIV,F,0,11,0.0,0.0,No medal,No medal,0,0
222266,Viktoriya Kesar,2028,UKR,DIV,F,0,11,0.0,0.0,No medal,No medal,0,0
222267,Viktoriya Kesar,2028,UKR,DIV,F,0,11,0.0,0.0,No medal,No medal,0,0
222268,Anna Pysmenska,2028,UKR,DIV,F,0,11,0.0,0.0,No medal,No medal,0,0
222269,Maryna Aleksiiva,2028,UKR,SWA,F,0,2,0.0,0.8333333333333334,Bronze,No medal,0,0
222270,Vladyslava Aleksiiva,2028,UKR,SWA,F,0,2,0.0,0.8333333333333334,Bronze,No medal,0,0
222271,Elina Svitolina,2028,UKR,TEN,F,0,7,0.0,0.07692307692307693,Bronze,No medal,0,0
222272,Nadiia Kichenok,2028,UKR,TEN,F,0,7,0.0,0.07692307692307693,No medal,No medal,0,0
222273,Lyudmyla Kichenok,2028,UKR,TEN,F,0,7,0.0,0.07692307692307693,No medal,No medal,0,0
222274,Dayana Yastremska,2028,UKR,TEN,F,0,7,0.0,0.07692307692307693,No medal,No medal,0,0
222275,Dayana Yastremska,2028,UKR,TEN,F,0,7,0.0,0.07692307692307693,No medal,No medal,0,0
222276,Marta Kostyuk,2028,UKR,TEN,F,0,7,0.0,0.07692307692307693,No medal,No medal,0,0
222277,Marta Kostyuk,2028,UKR,TEN,F,0,7,0.0,0.07692307692307693,No medal,No medal,0,0
222278,KUZYA,2028,UKR,BKG,M,0,3,0.0,0.0,No medal,No medal,0,0
222279,KATE,2028,UKR,BKG,F,0,3,0.0,0.0,No medal,No medal,0,0
222280,STEFANI,2028,UKR,BKG,F,0,3,0.0,0.0,No medal,No medal,0,0
222281,Illia Kovtun,2028,UKR,GAR,M,0,48,0.0,0.011904761904761904,No medal,No medal,0,0
222282,Illia Kovtun,2028,UKR,GAR,M,0,48,0.0,0.011904761904761904,No medal,No medal,0,0
222283,Illia Kovtun,2028,UKR,GAR,M,0,48,0.0,0.011904761904761904,No medal,No medal,0,0
222284,Illia Kovtun,2028,UKR,GAR,M,0,48,0.0,0.011904761904761904,No medal,No medal,0,0
222285,Illia Kovtun,2028,UKR,GAR,M,0,48,0.0,0.011904761904761904,No medal,Silver,0,0
222286,Illia Kovtun,2028,UKR,GAR,M,0,48,0.0,0.011904761904761904,No medal,No medal,0,0
222287,Illia Kovtun,2028,UKR,GAR,M,0,48,0.0,0.011904761904761904,No medal,No medal,0,0
222288,Illia Kovtun,2028,UKR,GAR,M,0,48,0.0,0.011904761904761904,No medal,No medal,0,0
222289,Illia Kovtun,2028,UKR,GAR,M,0,48,0.0,0.011904761904761904,No medal,No medal,0,0
222290,Oleg Verniaiev,2028,UKR,GAR,M,0,48,0.0,0.011904761904761904,No medal,No medal,0,0
222291,Oleg Verniaiev,2028,UKR,GAR,M,0,48,0.0,0.011904761904761904,No medal,No medal,0,0
222292,Oleg Verniaiev,2028,UKR,GAR,M,0,48,0.0,0.011904761904761904,No medal,No medal,0,0
222293,Oleg Verniaiev,2028,UKR,GAR,M,0,48,0.0,0.011904761904761904,No medal,No medal,0,0
222294,Oleg Verniaiev,2028,UKR,GAR,M,0,48,0.0,0.011904761904761904,No medal,No medal,0,0
222295,Oleg Verniaiev,2028,UKR,GAR,M,0,48,0.0,0.011904761904761904,No medal,No medal,0,0
222296,Oleg Verniaiev,2028,UKR,GAR,M,0,48,0.0,0.011904761904761904,No medal,No medal,0,0
222297,Oleg Verniaiev,2028,UKR,GAR,M,0,48,0.0,0.011904761904761904,No medal,No medal,0,0
222298,Oleg Verniaiev,2028,UKR,GAR,M,0,48,0.0,0.011904761904761904,No medal,No medal,0,0
222299,Nazar Chepurnyi,2028,UKR,GAR,M,0,48,0.0,0.011904761904761904,No medal,No medal,0,0
222300,Nazar Chepurnyi,2028,UKR,GAR,M,0,48,0.0,0.011904761904761904,No medal,No medal,0,0
222301,Nazar Chepurnyi,2028,UKR,GAR,M,0,48,0.0,0.011904761904761904,No medal,No medal,0,0
222302,Nazar Chepurnyi,2028,UKR,GAR,M,0,48,0.0,0.011904761904761904,No medal,No medal,0,0
222303,Nazar Chepurnyi,2028,UKR,GAR,M,0,48,0.0,0.011904761904761904,No medal,No medal,0,0
222304,Nazar Chepurnyi,2028,UKR,GAR,M,0,48,0.0,0.011904761904761904,No medal,No medal,0,0
222305,Nazar Chepurnyi,2028,UKR,GAR,M,0,48,0.0,0.011904761904761904,No medal,No medal,0,0
222306,Nazar Chepurnyi,2028,UKR,GAR,M,0,48,0.0,0.011904761904761904,No medal,No medal,0,0
222307,Igor Radivilov,2028,UKR,GAR,M,0,48,0.0,0.011904761904761904,No medal,No medal,0,0
222308,Igor Radivilov,2028,UKR,GAR,M,0,48,0.0,0.011904761904761904,No medal,No medal,0,0
222309,Igor Radivilov,2028,UKR,GAR,M,0,48,0.0,0.011904761904761904,No medal,No medal,0,0
222310,Igor Radivilov,2028,UKR,GAR,M,0,48,0.0,0.011904761904761904,No medal,No medal,0,0
222311,Igor Radivilov,2028,UKR,GAR,M,0,48,0.0,0.011904761904761904,No medal,No medal,0,0
222312,Igor Radivilov,2028,UKR,GAR,M,0,48,0.0,0.011904761904761904,No medal,No medal,0,0
222313,Igor Radivilov,2028,UKR,GAR,M,0,48,0.0,0.011904761904761904,No medal,No medal,0,0
222314,Igor Radivilov,2028,UKR,GAR,M,0,48,0.0,0.011904761904761904,No medal,No medal,0,0
222315,Radomyr Stelmakh,2028,UKR,GAR,M,0,48,0.0,0.011904761904761904,No medal,No medal,0,0
222316,Radomyr Stelmakh,2028,UKR,GAR,M,0,48,0.0,0.011904761904761904,No medal,No medal,0,0
222317,Radomyr Stelmakh,2028,UKR,GAR,M,0,48,0.0,0.011904761904761904,No medal,No medal,0,0
222318,Radomyr Stelmakh,2028,UKR,GAR,M,0,48,0.0,0.011904761904761904,No medal,No medal,0,0
222319,Radomyr Stelmakh,2028,UKR,GAR,M,0,48,0.0,0.011904761904761904,No medal,No medal,0,0
222320,Radomyr Stelmakh,2028,UKR,GAR,M,0,48,0.0,0.011904761904761904,No medal,No medal,0,0
222321,Radomyr Stelmakh,2028,UKR,GAR,M,0,48,0.0,0.011904761904761904,No medal,No medal,0,0
222322,Radomyr Stelmakh,2028,UKR,GAR,M,0,48,0.0,0.011904761904761904,No medal,No medal,0,0
222323,Anna Lashchevska,2028,UKR,GAR,F,0,48,0.0,0.011904761904761904,No medal,No medal,0,0
222324,Anna Lashchevska,2028,UKR,GAR,F,0,48,0.0,0.011904761904761904,No medal,No medal,0,0
222325,Anna Lashchevska,2028,UKR,GAR,F,0,48,0.0,0.011904761904761904,No medal,No medal,0,0
222326,Anna Lashchevska,2028,UKR,GAR,F,0,48,0.0,0.011904761904761904,No medal,No medal,0,0
222327,Anna Lashchevska,2028,UKR,GAR,F,0,48,0.0,0.011904761904761904,No medal,No medal,0,0
222328,Anna Lashchevska,2028,UKR,GAR,F,0,48,0.0,0.011904761904761904,No medal,No medal,0,0
222329,Taisiia Onofriichuk,2028,UKR,GRY,F,0,6,0.0,0.0,No medal,No medal,0,0
222330,Mariia Vysochanska,2028,UKR,GRY,F,0,6,0.0,0.0,No medal,No medal,0,0
222331,Diana Baieva,2028,UKR,GRY,F,0,6,0.0,0.0,No medal,No medal,0,0
222332,Alina Melnyk,2028,UKR,GRY,F,0,6,0.0,0.0,No medal,No medal,0,0
222333,Valeriia Peremeta,2028,UKR,GRY,F,0,6,0.0,0.0,No medal,No medal,0,0
222334,Kira Shyrykina,2028,UKR,GRY,F,0,6,0.0,0.0,No medal,No medal,0,0
222335,Yuliia Bakastova,2028,UKR,FEN,F,0,14,0.17391304347826086,0.2608695652173913,No medal,Gold,0,0
222336,Olena Kravatska,2028,UKR,FEN,F,0,14,0.17391304347826086,0.2608695652173913,Silver,No medal,0,0
222337,Olena Kravatska,2028,UKR,FEN,F,0,14,0.17391304347826086,0.2608695652173913,Silver,Gold,0,0
222338,Alina Komashchuk,2028,UKR,FEN,F,0,14,0.17391304347826086,0.2608695652173913,Silver,No medal,0,0
222339,Alina Komashchuk,2028,UKR,FEN,F,0,14,0.17391304347826086,0.2608695652173913,Silver,Gold,0,0
222340,Olena Kryvytska,2028,UKR,FEN,F,0,14,0.17391304347826086,0.2608695652173913,No medal,No medal,0,0
222341,Olena Kryvytska,2028,UKR,FEN,F,0,14,0.17391304347826086,0.2608695652173913,No medal,No medal,0,0
222342,Vlada Kharkova,2028,UKR,FEN,F,0,14,0.17391304347826086,0.2608695652173913,No medal,No medal,0,0
222343,Vlada Kharkova,2028,UKR,FEN,F,0,14,0.17391304347826086,0.2608695652173913,No medal,No medal,0,0
222344,Feybi Bezhura,2028,UKR,FEN,F,0,14,0.17391304347826086,0.2608695652173913,No medal,No medal,0,0
222345,Feybi Bezhura,2028,UKR,FEN,F,0,14,0.17391304347826086,0.2608695652173913,No medal,No medal,0,0
222346,Darja Varfolomyeyeva,2028,UKR,FEN,F,0,14,0.17391304347826086,0.2608695652173913,No medal,No medal,0,0
222347,Olga Kharlan,2028,UKR,FEN,F,0,14,0.17391304347826086,0.2608695652173913,No medal,Bronze,0,0
222348,Olga Kharlan,2028,UKR,FEN,F,0,14,0.17391304347826086,0.2608695652173913,No medal,Gold,0,0
222349,Kamila Konotop,2028,UKR,WLF,F,0,1,0.0,0.0,No medal,No medal,0,0
222350,Oleksandr Tovkai,2028,UKR,MPN,M,0,3,0.0,0.0,No medal,No medal,0,0
222351,Vladyslav Chekan,2028,UKR,MPN,M,0,3,0.0,0.0,No medal,No medal,0,0
222352,Valeriia Permykina,2028,UKR,MPN,F,0,3,0.0,0.0,No medal,No medal,0,0
222353,Polina Buhrova,2028,UKR,BDM,F,0,1,0.0,0.0,No medal,No medal,0,0
222354,Hoang Nguyen,2028,VIE,SWM,M,0,3,0.0,0.0,No medal,No medal,0,0
222355,Hoang Nguyen,2028,VIE,SWM,M,0,3,0.0,0.0,No medal,No medal,0,0
222356,Tien Vo,2028,VIE,SWM,F,0,3,0.0,0.0,No medal,No medal,0,0
222357,Tinh Hoang,2028,VIE,JUD,F,0,1,0.0,0.0,No medal,No medal,0,0
222358,That Nguyen,2028,VIE,CRD,F,0,1,0.0,0.0,No medal,No medal,0,0
222359,Nguyet Do,2028,VIE,ARC,F,0,4,0.0,0.0,No medal,No medal,0,0
222360,Nguyet Do,2028,VIE,ARC,F,0,4,0.0,0.0,No medal,No medal,0,0
222361,le Phong,2028,VIE,ARC,M,0,4,0.0,0.0,No medal,No medal,0,0
222362,le Phong,2028,VIE,ARC,M,0,4,0.0,0.0,No medal,No medal,0,0
222363,Vinh Trinh,2028,VIE,WLF,M,0,1,0.0,0.0,No medal,No medal,0,0
222364,Phat Le,2028,VIE,BDM,M,0,2,0.0,0.0,No medal,No medal,0,0
222365,Linh Nguyen,2028,VIE,BDM,F,0,2,0.0,0.0,No medal,No medal,0,0
222366,Huong Nguyen,2028,VIE,CSP,F,0,1,0.0,0.0,No medal,No medal,0,0
222367,Hue Pham,2028,VIE,ROW,F,0,1,0.0,0.0,No medal,No medal,0,0
222368,Yen Tran,2028,VIE,ATH,F,0,1,0.0,0.0,No medal,No medal,0,0
222369,Vinh Trinh,2028,VIE,SHO,F,0,3,0.0,0.0,No medal,No medal,0,0
222370,Vinh Trinh,2028,VIE,SHO,F,0,3,0.0,0.0,No medal,No medal,0,0
222371,Tuyen Le,2028,VIE,SHO,F,0,3,0.0,0.0,No medal,No medal,0,0
222376,Steven Sabino,2028,MOZ,ATH,M,0,1,0.0,0.0,No medal,No medal,0,0
222377,Matthew Lawrence,2028,MOZ,SWM,M,0,2,0.0,0.0,No medal,No medal,0,0
222378,Denise Donelli,2028,MOZ,SWM,F,0,2,0.0,0.0,No medal,No medal,0,0
222379,Jacira Ferreira,2028,MOZ,JUD,F,0,1,0.0,0.0,No medal,No medal,0,0
222380,Deizy Nhaquile,2028,MOZ,SAL,F,0,1,0.0,0.0,No medal,No medal,0,0
222381,Shao-hsuan Wu,2028,TPE,CSL,M,0,4,0.0,0.0,No medal,No medal,0,0
222382,Shao-hsuan Wu,2028,TPE,CSL,M,0,4,0.0,0.0,No medal,No medal,0,0
222383,Chu-han Chang,2028,TPE,CSL,F,0,4,0.0,0.0,No medal,No medal,0,0
222384,Chu-han Chang,2028,TPE,CSL,F,0,4,0.0,0.0,No medal,No medal,0,0
222385,Kuan-chieh Lai,2028,TPE,CSP,M,0,1,0.0,0.0,No medal,No medal,0,0
222386,Chia-ling Lo,2028,TPE,TKW,F,0,1,0.2222222222222222,0.5555555555555556,Bronze,No medal,0,0
222387,QUAKE,2028,TPE,BKG,M,0,1,0.0,0.0,No medal,No medal,0,0
222388,Chih-chun Tang,2028,TPE,ARC,M,0,14,0.0,0.1891891891891892,Silver,No medal,0,0
222389,Chih-chun Tang,2028,TPE,ARC,M,0,14,0.0,0.1891891891891892,Silver,No medal,0,0
222390,Yu-hsuan Tai,2028,TPE,ARC,M,0,14,0.0,0.1891891891891892,No medal,No medal,0,0
222391,Yu-hsuan Tai,2028,TPE,ARC,M,0,14,0.0,0.1891891891891892,No medal,No medal,0,0
222392,Yu-hsuan Tai,2028,TPE,ARC,M,0,14,0.0,0.1891891891891892,No medal,No medal,0,0
222393,Zih-siang Lin,2028,TPE,ARC,M,0,14,0.0,0.1891891891891892,No medal,No medal,0,0
222394,Zih-siang Lin,2028,TPE,ARC,M,0,14,0.0,0.1891891891891892,No medal,No medal,0,0
222395,Chien-ying Lei,2028,TPE,ARC,F,0,14,0.0,0.1891891891891892,No medal,No medal,0,0
222396,Chien-ying Lei,2028,TPE,ARC,F,0,14,0.0,0.1891891891891892,No medal,No medal,0,0
222397,Chien-ying Lei,2028,TPE,ARC,F,0,14,0.0,0.1891891891891892,No medal,No medal,0,0
222398,Yi-ching Chiu,2028,TPE,ARC,F,0,14,0.0,0.1891891891891892,No medal,No medal,0,0
222399,Yi-ching Chiu,2028,TPE,ARC,F,0,14,0.0,0.1891891891891892,No medal,No medal,0,0
222400,Tsai-chi Li,2028,TPE,ARC,F,0,14,0.0,0.1891891891891892,No medal,No medal,0,0
222401,Tsai-chi Li,2028,TPE,ARC,F,0,14,0.0,0.1891891891891892,No medal,No medal,0,0
222402,Chun-han Yang,2028,TPE,ATH,M,0,4,0.05,0.1,No medal,No medal,0,0
222403,Ming-yang Peng,2028,TPE,ATH,M,0,4,0.05,0.1,No medal,No medal,0,0
222404,Yu-tang Lin,2028,TPE,ATH,M,0,4,0.05,0.1,No medal,No medal,0,0
222405,Bo-ya Zhang,2028,TPE,ATH,F,0,4,0.05,0.1,No medal,No medal,0,0
222406,Chen-ling Lien,2028,TPE,JUD,F,0,3,0.0,0.13333333333333333,No medal,No medal,0,0
222407,Wei Yang,2028,TPE,JUD,M,0,3,0.0,0.13333333333333333,Silver,No medal,0,0
222408,Chen-hao Lin,2028,TPE,JUD,F,0,3,0.0,0.13333333333333333,No medal,No medal,0,0
222409,Hsing-chun Kuo,2028,TPE,WLF,F,0,3,0.08333333333333333,0.25,Gold,Bronze,0,0
222410,Wen-huei Chen,2028,TPE,WLF,F,0,3,0.08333333333333333,0.25,Bronze,No medal,0,0
222411,Wan-ling Fang,2028,TPE,WLF,F,0,3,0.08333333333333333,0.25,No medal,No medal,0,0
222412,Kun-pi Yang,2028,TPE,SHO,M,0,8,0.041666666666666664,0.22916666666666666,No medal,No medal,0,0
222413,Chun Lin,2028,TPE,SHO,F,0,8,0.041666666666666664,0.22916666666666666,No medal,No medal,0,0
222414,Yuan Lee,2028,TPE,SHO,M,0,8,0.041666666666666664,0.22916666666666666,No medal,Bronze,0,0
222415,Chen Tien,2028,TPE,SHO,F,0,8,0.041666666666666664,0.22916666666666666,No medal,No medal,0,0
222416,Yu Liu,2028,TPE,SHO,F,0,8,0.041666666666666664,0.22916666666666666,No medal,No medal,0,0
222417,Ying Wu,2028,TPE,SHO,F,0,8,0.041666666666666664,0.22916666666666666,No medal,No medal,0,0
222418,Wan-yu Liu,2028,TPE,SHO,F,0,8,0.041666666666666664,0.22916666666666666,No medal,No medal,0,0
222419,Wen Yu,2028,TPE,SHO,F,0,8,0.041666666666666664,0.22916666666666666,No medal,No medal,0,0
222420,Ying Tai,2028,TPE,BDM,F,0,6,0.26666666666666666,0.3333333333333333,No medal,No medal,0,0
222421,Chen Chou,2028,TPE,BDM,M,0,6,0.26666666666666666,0.3333333333333333,No medal,No medal,0,0
222422,Chi-lin Wang,2028,TPE,BDM,M,0,6,0.26666666666666666,0.3333333333333333,Gold,Gold,0,0
222423,Yang Lee,2028,TPE,BDM,M,0,6,0.26666666666666666,0.3333333333333333,Gold,Gold,0,0
222424,Wei Ye,2028,TPE,BDM,M,0,6,0.26666666666666666,0.3333333333333333,No medal,No medal,0,0
222425,Hsin Lee,2028,TPE,BDM,F,0,6,0.26666666666666666,0.3333333333333333,No medal,No medal,0,0
222426,Yun-ju Lin,2028,TPE,TTE,M,0,12,0.0,0.07407407407407407,No medal,No medal,0,0
222427,Yun-ju Lin,2028,TPE,TTE,M,0,12,0.0,0.07407407407407407,No medal,No medal,0,0
222428,Yun-ju Lin,2028,TPE,TTE,M,0,12,0.0,0.07407407407407407,No medal,No medal,0,0
222429,Chih-yuan Chuang,2028,TPE,TTE,M,0,12,0.0,0.07407407407407407,No medal,No medal,0,0
222430,Cheng-jui Kao,2028,TPE,TTE,M,0,12,0.0,0.07407407407407407,No medal,No medal,0,0
222431,Cheng-jui Kao,2028,TPE,TTE,M,0,12,0.0,0.07407407407407407,No medal,No medal,0,0
222432,I-ching Cheng,2028,TPE,TTE,F,0,12,0.0,0.07407407407407407,No medal,No medal,0,0
222433,I-ching Cheng,2028,TPE,TTE,F,0,12,0.0,0.07407407407407407,No medal,No medal,0,0
222434,Szu-yu Chen,2028,TPE,TTE,F,0,12,0.0,0.07407407407407407,No medal,No medal,0,0
222435,Szu-yu Chen,2028,TPE,TTE,F,0,12,0.0,0.07407407407407407,No medal,No medal,0,0
222436,Tung-chuan Chien,2028,TPE,TTE,F,0,12,0.0,0.07407407407407407,No medal,No medal,0,0
222437,Tung-chuan Chien,2028,TPE,TTE,F,0,12,0.0,0.07407407407407407,No medal,No medal,0,0
222438,Chia-hung Tang,2028,TPE,GAR,M,0,4,0.06779661016949153,0.13559322033898305,No medal,No medal,0,0
222439,Chia-hung Tang,2028,TPE,GAR,M,0,4,0.06779661016949153,0.13559322033898305,No medal,Bronze,0,0
222440,Hua-tien Ting,2028,TPE,GAR,F,0,4,0.06779661016949153,0.13559322033898305,No medal,No medal,0,0
222441,Hua-tien Ting,2028,TPE,GAR,F,0,4,0.06779661016949153,0.13559322033898305,No medal,No medal,0,0
222442,Yi Tsao,2028,TPE,TEN,F,0,4,0.07407407407407407,0.18518518518518517,No medal,No medal,0,0
222443,Hao-ching Chan,2028,TPE,TEN,F,0,4,0.07407407407407407,0.18518518518518517,No medal,No medal,0,0
222444,Latisha Chan,2028,TPE,TEN,F,0,4,0.07407407407407407,0.18518518518518517,No medal,No medal,0,0
222445,Su-wei Hsieh,2028,TPE,TEN,F,0,4,0.07407407407407407,0.18518518518518517,No medal,No medal,0,0
222446,Kuan-hung Wang,2028,TPE,SWM,M,0,2,0.02127659574468085,0.10638297872340426,No medal,No medal,0,0
222447,An-chi Han,2028,TPE,SWM,F,0,2,0.02127659574468085,0.10638297872340426,No medal,No medal,0,0
222454,Yi-tung Chen,2028,TPE,FEN,M,0,1,0.20930232558139536,0.46511627906976744,No medal,No medal,0,0
222455,C.t Pan,2028,TPE,GLF,M,0,4,0.0,0.14285714285714285,No medal,No medal,0,0
222456,Kevin Yu,2028,TPE,GLF,M,0,4,0.0,0.14285714285714285,No medal,No medal,0,0
222457,Wei-ling Hsu,2028,TPE,GLF,F,0,4,0.0,0.14285714285714285,No medal,No medal,0,0
222458,Pei-yun Chien,2028,TPE,GLF,F,0,4,0.0,0.14285714285714285,No medal,No medal,0,0
222459,Luca Braidot,2028,ITA,MTB,M,0,4,0.0,0.0,No medal,No medal,0,0
222460,Simone Avondetto,2028,ITA,MTB,M,0,4,0.0,0.0,No medal,No medal,0,0
222461,Martina Berta,2028,ITA,MTB,F,0,4,0.0,0.0,No medal,No medal,0,0
222462,Chiara Teocchi,2028,ITA,MTB,F,0,4,0.0,0.0,No medal,No medal,0,0
222463,Pietro Bertagnoli,2028,ITA,BMX,M,0,2,0.0,0.0,No medal,No medal,0,0
222464,Martti Sciortino,2028,ITA,BMX,M,0,2,0.0,0.0,No medal,No medal,0,0
222465,Luca Chiumento,2028,ITA,ROW,M,0,34,0.03508771929824561,0.24561403508771928,No medal,Silver,0,0
222466,Stefania Gobbi,2028,ITA,ROW,F,0,34,0.03508771929824561,0.24561403508771928,No medal,No medal,0,0
222467,Clara Guerra,2028,ITA,ROW,F,0,34,0.03508771929824561,0.24561403508771928,No medal,No medal,0,0
222468,Stefano Oppo,2028,ITA,ROW,M,0,34,0.03508771929824561,0.24561403508771928,Bronze,Silver,0,0
222469,Andrea Panizza,2028,ITA,ROW,M,0,34,0.03508771929824561,0.24561403508771928,No medal,Silver,0,0
222470,Gabriel Soares,2028,ITA,ROW,M,0,34,0.03508771929824561,0.24561403508771928,No medal,Silver,0,0
222471,Giuseppe Vicino,2028,ITA,ROW,M,0,34,0.03508771929824561,0.24561403508771928,Bronze,No medal,0,0
222472,Vincenzo Abbagnale,2028,ITA,ROW,M,0,34,0.03508771929824561,0.24561403508771928,No medal,No medal,0,0
222473,Veronica Bumbaca,2028,ITA,ROW,F,0,34,0.03508771929824561,0.24561403508771928,No medal,No medal,0,0
222474,Davide Verita',2028,ITA,ROW,M,0,34,0.03508771929824561,0.24561403508771928,No medal,No medal,0,0
222475,Jacopo Frigerio,2028,ITA,ROW,M,0,34,0.03508771929824561,0.24561403508771928,No medal,No medal,0,0
222476,Emanuele Gaetani,2028,ITA,ROW,M,0,34,0.03508771929824561,0.24561403508771928,No medal,No medal,0,0
222477,Elisa Mondelli,2028,ITA,ROW,F,0,34,0.03508771929824561,0.24561403508771928,No medal,No medal,0,0
222478,Salvatore Monfrecola,2028,ITA,ROW,M,0,34,0.03508771929824561,0.24561403508771928,No medal,No medal,0,0
