,year,country,is_host,gold,silver,bronze,total_medal
736,1936,URU,0,0,0,0,0
737,1936,SWE,0,6,5,10,21
738,1936,SRI,0,0,0,0,0
739,1936,ARM,0,0,0,0,0
740,1936,CIV,0,0,0,0,0
741,1936,KEN,0,0,0,0,0
742,1936,BEN,0,0,0,0,0
743,1936,GBR,0,4,7,3,14
744,1936,GHA,0,0,0,0,0
745,1936,SOM,0,0,0,0,0
746,1936,MLI,0,0,0,0,0
747,1936,AFG,0,0,0,0,0
748,1936,POL,0,0,4,5,9
749,1936,CRC,0,0,0,0,0
750,1936,PAN,0,0,0,0,0
751,1936,GEO,0,0,0,0,0
752,1936,SLO,0,0,0,0,0
753,1936,GUY,0,0,0,0,0
754,1936,NZL,0,1,0,0,1
755,1936,POR,0,0,0,1,1
756,1936,PAR,0,0,0,0,0
757,1936,ANG,0,0,0,0,0
758,1936,VEN,0,0,0,0,0
759,1936,COL,0,0,0,0,0
760,1936,FRG,0,0,0,0,0
761,1936,BAN,0,0,0,0,0
762,1936,PER,0,0,0,0,0
763,1936,ESA,0,0,0,0,0
764,1936,PUR,0,0,0,0,0
765,1936,UGA,0,0,0,0,0
766,1936,HON,0,0,0,0,0
767,1936,ECU,0,0,0,0,0
768,1936,TKM,0,0,0,0,0
769,1936,MRI,0,0,0,0,0
770,1936,SEY,0,0,0,0,0
771,1936,CZE,0,0,0,0,0
772,1936,LUX,0,0,0,0,0
773,1936,MTN,0,0,0,0,0
774,1936,SKN,0,0,0,0,0
775,1936,TTO,0,0,0,0,0
776,1936,DOM,0,0,0,0,0
777,1936,VIN,0,0,0,0,0
778,1936,JAM,0,0,0,0,0
779,1936,LBR,0,0,0,0,0
780,1936,SUR,0,0,0,0,0
781,1936,NEP,0,0,0,0,0
782,1936,AUT,0,5,7,5,17
783,1936,PLW,0,0,0,0,0
784,1936,LTU,0,0,0,0,0
785,1936,TOG,0,0,0,0,0
786,1936,NAM,0,0,0,0,0
787,1936,AHO,0,0,0,0,0
788,1936,UKR,0,0,0,0,0
789,1936,ISL,0,0,0,0,0
790,1936,ASA,0,0,0,0,0
791,1936,SAM,0,0,0,0,0
792,1936,RWA,0,0,0,0,0
793,1936,CRO,0,0,0,0,0
794,1936,DMA,0,0,0,0,0
795,1936,HAI,0,0,0,0,0
796,1936,MLT,0,0,0,0,0
797,1936,CYP,0,0,0,0,0
798,1936,BIZ,0,0,0,0,0
799,1936,YMD,0,0,0,0,0
800,1936,THA,0,0,0,0,0
801,1936,BER,0,0,0,0,0
802,1936,ANZ,0,0,0,0,0
803,1936,SCG,0,0,0,0,0
804,1936,SLE,0,0,0,0,0
805,1936,PNG,0,0,0,0,0
806,1936,YEM,0,0,0,0,0
807,1936,TLS,0,0,0,0,0
808,1936,OMA,0,0,0,0,0
809,1936,FIJ,0,0,0,0,0
810,1936,VAN,0,0,0,0,0
811,1936,MDA,0,0,0,0,0
812,1936,BAH,0,0,0,0,0
813,1936,GUA,0,0,0,0,0
814,1936,YUG,0,0,1,0,1
815,1936,LAT,0,0,1,1,2
816,1936,SRB,0,0,0,0,0
817,1936,IVB,0,0,0,0,0
818,1936,MOZ,0,0,0,0,0
819,1936,ISV,0,0,0,0,0
820,1936,CAF,0,0,0,0,0
821,1936,MAD,0,0,0,0,0
822,1936,BIH,0,0,0,0,0
823,1936,GUM,0,0,0,0,0
824,1936,CAY,0,0,0,0,0
825,1936,SVK,0,0,0,0,0
826,1936,BAR,0,0,0,0,0
827,1936,GBS,0,0,0,0,0
828,1936,COD,0,0,0,0,0
829,1936,GAB,0,0,0,0,0
830,1936,SMR,0,0,0,0,0
831,1936,LAO,0,0,0,0,0
832,1936,BOT,0,0,0,0,0
833,1936,ROT,0,0,0,0,0
834,1936,KOR,0,0,0,0,0
835,1936,CAM,0,0,0,0,0
836,1936,PRK,0,0,0,0,0
837,1936,SOL,0,0,0,0,0
838,1936,SEN,0,0,0,0,0
839,1936,CPV,0,0,0,0,0
840,1936,GEQ,0,0,0,0,0
841,1936,BOL,0,0,0,0,0
842,1936,SAA,0,0,0,0,0
843,1936,ANT,0,0,0,0,0
844,1936,AND,0,0,0,0,0
845,1936,ZIM,0,0,0,0,0
846,1936,GRN,0,0,0,0,0
847,1936,HKG,0,0,0,0,0
848,1936,LCA,0,0,0,0,0
849,1936,FSM,0,0,0,0,0
850,1936,MYA,0,0,0,0,0
851,1936,MAW,0,0,0,0,0
852,1936,ZAM,0,0,0,0,0
853,1936,TPE,0,0,0,0,0
854,1936,STP,0,0,0,0,0
855,1936,MKD,0,0,0,0,0
856,1936,BOH,0,0,0,0,0
857,1936,LIE,0,0,0,0,0
858,1936,MNE,0,0,0,0,0
859,1936,GAM,0,0,0,0,0
860,1936,ALB,0,0,0,0,0
861,1936,WIF,0,0,0,0,0
862,1936,SWZ,0,0,0,0,0
863,1936,NBO,0,0,0,0,0
864,1936,BDI,0,0,0,0,0
865,1936,ARU,0,0,0,0,0
866,1936,NRU,0,0,0,0,0
867,1936,VIE,0,0,0,0,0
868,1936,BHU,0,0,0,0,0
869,1936,MHL,0,0,0,0,0
870,1936,KIR,0,0,0,0,0
871,1936,UNK,0,0,0,0,0
872,1936,TUV,0,0,0,0,0
873,1936,TGA,0,0,0,0,0
874,1936,NFL,0,0,0,0,0
875,1936,KOS,0,0,0,0,0
876,1936,SSD,0,0,0,0,0
877,1936,LES,0,0,0,0,0
878,1936,EOR,0,0,0,0,0
879,1936,AIN,0,0,0,0,0
880,1948,CHN,0,0,0,0,0
881,1948,DEN,0,5,7,8,20
882,1948,NED,0,5,2,9,16
883,1948,FIN,0,8,7,5,20
884,1948,NOR,0,1,3,3,7
885,1948,ROU,0,0,0,0,0
886,1948,EST,0,0,0,0,0
887,1948,FRA,0,10,6,13,29
888,1948,MAR,0,0,0,0,0
889,1948,ESP,0,0,1,0,1
890,1948,EGY,0,2,2,1,5
891,1948,IRI,0,0,0,1,1
892,1948,BUL,0,0,0,0,0
893,1948,ITA,0,8,11,8,27
894,1948,CHA,0,0,0,0,0
895,1948,AZE,0,0,0,0,0
896,1948,SUD,0,0,0,0,0
897,1948,RUS,0,0,0,0,0
898,1948,ARG,0,3,3,1,7
899,1948,CUB,0,0,1,0,1
900,1948,BLR,0,0,0,0,0
901,1948,GRE,0,0,0,0,0
902,1948,CMR,0,0,0,0,0
903,1948,TUR,0,6,4,2,12
904,1948,CHI,0,0,0,0,0
905,1948,MEX,0,2,1,2,5
906,1948,USA,0,38,27,19,84
907,1948,URS,0,0,0,0,0
908,1948,NCA,0,0,0,0,0
909,1948,HUN,0,10,5,12,27
910,1948,NGR,0,0,0,0,0
911,1948,ALG,0,0,0,0,0
912,1948,KUW,0,0,0,0,0
913,1948,BRN,0,0,0,0,0
914,1948,PAK,0,0,0,0,0
915,1948,IRQ,0,0,0,0,0
916,1948,LBN,0,0,0,0,0
917,1948,QAT,0,0,0,0,0
918,1948,MAS,0,0,0,0,0
919,1948,GER,0,0,0,0,0
920,1948,CAN,0,0,1,2,3
921,1948,IRL,0,0,0,0,0
922,1948,AUS,0,2,6,5,13
923,1948,RSA,0,2,1,1,4
924,1948,ERI,0,0,0,0,0
925,1948,TAN,0,0,0,0,0
926,1948,JOR,0,0,0,0,0
927,1948,TUN,0,0,0,0,0
928,1948,LBA,0,0,0,0,0
929,1948,BEL,0,2,2,3,7
930,1948,DJI,0,0,0,0,0
931,1948,PLE,0,0,0,0,0
932,1948,COM,0,0,0,0,0
933,1948,KAZ,0,0,0,0,0
934,1948,BRU,0,0,0,0,0
935,1948,IND,0,1,0,0,1
936,1948,KSA,0,0,0,0,0
937,1948,SYR,0,0,0,0,0
938,1948,MDV,0,0,0,0,0
939,1948,ETH,0,0,0,0,0
940,1948,UAE,0,0,0,0,0
941,1948,YAR,0,0,0,0,0
942,1948,INA,0,0,0,0,0
943,1948,PHI,0,0,0,0,0
944,1948,SGP,0,0,0,0,0
945,1948,UZB,0,0,0,0,0
946,1948,KGZ,0,0,0,0,0
947,1948,TJK,0,0,0,0,0
948,1948,EUN,0,0,0,0,0
949,1948,JPN,0,0,0,0,0
950,1948,CGO,0,0,0,0,0
951,1948,SUI,0,5,10,5,20
952,1948,BRA,0,0,0,1,1
953,1948,GDR,0,0,0,0,0
954,1948,MGL,0,0,0,0,0
955,1948,ISR,0,0,0,0,0
956,1948,URU,0,0,1,1,2
957,1948,SWE,0,16,11,17,44
958,1948,SRI,0,0,0,0,0
959,1948,ARM,0,0,0,0,0
960,1948,CIV,0,0,0,0,0
961,1948,KEN,0,0,0,0,0
962,1948,BEN,0,0,0,0,0
963,1948,GBR,1,3,14,6,23
964,1948,GHA,0,0,0,0,0
965,1948,SOM,0,0,0,0,0
966,1948,MLI,0,0,0,0,0
967,1948,AFG,0,0,0,0,0
968,1948,POL,0,0,0,1,1
969,1948,CRC,0,0,0,0,0
970,1948,PAN,0,0,0,2,2
971,1948,GEO,0,0,0,0,0
972,1948,SLO,0,0,0,0,0
973,1948,GUY,0,0,0,0,0
974,1948,NZL,0,0,0,0,0
975,1948,POR,0,0,1,1,2
976,1948,PAR,0,0,0,0,0
977,1948,ANG,0,0,0,0,0
978,1948,VEN,0,0,0,0,0
979,1948,COL,0,0,0,0,0
980,1948,FRG,0,0,0,0,0
981,1948,BAN,0,0,0,0,0
982,1948,PER,0,1,0,0,1
983,1948,ESA,0,0,0,0,0
984,1948,PUR,0,0,0,1,1
985,1948,UGA,0,0,0,0,0
986,1948,HON,0,0,0,0,0
987,1948,ECU,0,0,0,0,0
988,1948,TKM,0,0,0,0,0
989,1948,MRI,0,0,0,0,0
990,1948,SEY,0,0,0,0,0
991,1948,CZE,0,0,0,0,0
992,1948,LUX,0,0,0,0,0
993,1948,MTN,0,0,0,0,0
994,1948,SKN,0,0,0,0,0
995,1948,TTO,0,0,1,0,1
996,1948,DOM,0,0,0,0,0
997,1948,VIN,0,0,0,0,0
998,1948,JAM,0,1,2,0,3
999,1948,LBR,0,0,0,0,0
1000,1948,SUR,0,0,0,0,0
1001,1948,NEP,0,0,0,0,0
1002,1948,AUT,0,1,0,3,4
1003,1948,PLW,0,0,0,0,0
1004,1948,LTU,0,0,0,0,0
1005,1948,TOG,0,0,0,0,0
1006,1948,NAM,0,0,0,0,0
1007,1948,AHO,0,0,0,0,0
1008,1948,UKR,0,0,0,0,0
1009,1948,ISL,0,0,0,0,0
1010,1948,ASA,0,0,0,0,0
1011,1948,SAM,0,0,0,0,0
1012,1948,RWA,0,0,0,0,0
1013,1948,CRO,0,0,0,0,0
1014,1948,DMA,0,0,0,0,0
1015,1948,HAI,0,0,0,0,0
1016,1948,MLT,0,0,0,0,0
1017,1948,CYP,0,0,0,0,0
1018,1948,BIZ,0,0,0,0,0
1019,1948,YMD,0,0,0,0,0
1020,1948,THA,0,0,0,0,0
1021,1948,BER,0,0,0,0,0
1022,1948,ANZ,0,0,0,0,0
1023,1948,SCG,0,0,0,0,0
1024,1948,SLE,0,0,0,0,0
1025,1948,PNG,0,0,0,0,0
1026,1948,YEM,0,0,0,0,0
1027,1948,TLS,0,0,0,0,0
1028,1948,OMA,0,0,0,0,0
1029,1948,FIJ,0,0,0,0,0
1030,1948,VAN,0,0,0,0,0
1031,1948,MDA,0,0,0,0,0
1032,1948,BAH,0,0,0,0,0
1033,1948,GUA,0,0,0,0,0
1034,1948,YUG,0,0,2,0,2
1035,1948,LAT,0,0,0,0,0
1036,1948,SRB,0,0,0,0,0
1037,1948,IVB,0,0,0,0,0
1038,1948,MOZ,0,0,0,0,0
1039,1948,ISV,0,0,0,0,0
1040,1948,CAF,0,0,0,0,0
1041,1948,MAD,0,0,0,0,0
1042,1948,BIH,0,0,0,0,0
1043,1948,GUM,0,0,0,0,0
1044,1948,CAY,0,0,0,0,0
1045,1948,SVK,0,0,0,0,0
1046,1948,BAR,0,0,0,0,0
1047,1948,GBS,0,0,0,0,0
1048,1948,COD,0,0,0,0,0
1049,1948,GAB,0,0,0,0,0
1050,1948,SMR,0,0,0,0,0
1051,1948,LAO,0,0,0,0,0
1052,1948,BOT,0,0,0,0,0
1053,1948,ROT,0,0,0,0,0
1054,1948,KOR,0,0,0,2,2
1055,1948,CAM,0,0,0,0,0
1056,1948,PRK,0,0,0,0,0
1057,1948,SOL,0,0,0,0,0
1058,1948,SEN,0,0,0,0,0
1059,1948,CPV,0,0,0,0,0
1060,1948,GEQ,0,0,0,0,0
1061,1948,BOL,0,0,0,0,0
1062,1948,SAA,0,0,0,0,0
1063,1948,ANT,0,0,0,0,0
1064,1948,AND,0,0,0,0,0
1065,1948,ZIM,0,0,0,0,0
1066,1948,GRN,0,0,0,0,0
1067,1948,HKG,0,0,0,0,0
1068,1948,LCA,0,0,0,0,0
1069,1948,FSM,0,0,0,0,0
1070,1948,MYA,0,0,0,0,0
1071,1948,MAW,0,0,0,0,0
1072,1948,ZAM,0,0,0,0,0
1073,1948,TPE,0,0,0,0,0
1074,1948,STP,0,0,0,0,0
1075,1948,MKD,0,0,0,0,0
1076,1948,BOH,0,0,0,0,0
1077,1948,LIE,0,0,0,0,0
1078,1948,MNE,0,0,0,0,0
1079,1948,GAM,0,0,0,0,0
1080,1948,ALB,0,0,0,0,0
1081,1948,WIF,0,0,0,0,0
1082,1948,SWZ,0,0,0,0,0
1083,1948,NBO,0,0,0,0,0
1084,1948,BDI,0,0,0,0,0
1085,1948,ARU,0,0,0,0,0
1086,1948,NRU,0,0,0,0,0
1087,1948,VIE,0,0,0,0,0
1088,1948,BHU,0,0,0,0,0
1089,1948,MHL,0,0,0,0,0
1090,1948,KIR,0,0,0,0,0
1091,1948,UNK,0,0,0,0,0
1092,1948,TUV,0,0,0,0,0
1093,1948,TGA,0,0,0,0,0
1094,1948,NFL,0,0,0,0,0
1095,1948,KOS,0,0,0,0,0
1096,1948,SSD,0,0,0,0,0
1097,1948,LES,0,0,0,0,0
1098,1948,EOR,0,0,0,0,0
1099,1948,AIN,0,0,0,0,0
1100,1952,CHN,0,0,0,0,0
1101,1952,DEN,0,2,1,3,6
1102,1952,NED,0,0,5,0,5
1103,1952,FIN,1,6,3,13,22
1104,1952,NOR,0,3,2,0,5
1105,1952,ROU,0,1,1,2,4
1106,1952,EST,0,0,0,0,0
1107,1952,FRA,0,6,6,6,18
1108,1952,MAR,0,0,0,0,0
1109,1952,ESP,0,0,1,0,1
1110,1952,EGY,0,0,0,1,1
1111,1952,IRI,0,0,3,4,7
1112,1952,BUL,0,0,0,1,1
1113,1952,ITA,0,8,9,4,21
1114,1952,CHA,0,0,0,0,0
1115,1952,AZE,0,0,0,0,0
1116,1952,SUD,0,0,0,0,0
1117,1952,RUS,0,0,0,0,0
1118,1952,ARG,0,1,2,2,5
1119,1952,CUB,0,0,0,0,0
1120,1952,BLR,0,0,0,0,0
1121,1952,GRE,0,0,0,0,0
1122,1952,CMR,0,0,0,0,0
1123,1952,TUR,0,2,0,1,3
1124,1952,CHI,0,0,2,0,2
1125,1952,MEX,0,0,1,0,1
1126,1952,USA,0,40,19,17,76
1127,1952,URS,0,22,30,19,71
1128,1952,NCA,0,0,0,0,0
1129,1952,HUN,0,16,10,16,42
1130,1952,NGR,0,0,0,0,0
1131,1952,ALG,0,0,0,0,0
1132,1952,KUW,0,0,0,0,0
1133,1952,BRN,0,0,0,0,0
1134,1952,PAK,0,0,0,0,0
1135,1952,IRQ,0,0,0,0,0
1136,1952,LBN,0,0,1,1,2
1137,1952,QAT,0,0,0,0,0
1138,1952,MAS,0,0,0,0,0
1139,1952,GER,0,0,7,17,24
1140,1952,CAN,0,1,2,0,3
1141,1952,IRL,0,0,1,0,1
1142,1952,AUS,0,6,2,3,11
1143,1952,RSA,0,2,4,4,10
1144,1952,ERI,0,0,0,0,0
1145,1952,TAN,0,0,0,0,0
1146,1952,JOR,0,0,0,0,0
1147,1952,TUN,0,0,0,0,0
1148,1952,LBA,0,0,0,0,0
1149,1952,BEL,0,2,2,0,4
1150,1952,DJI,0,0,0,0,0
1151,1952,PLE,0,0,0,0,0
1152,1952,COM,0,0,0,0,0
1153,1952,KAZ,0,0,0,0,0
1154,1952,BRU,0,0,0,0,0
1155,1952,IND,0,1,0,1,2
1156,1952,KSA,0,0,0,0,0
1157,1952,SYR,0,0,0,0,0
1158,1952,MDV,0,0,0,0,0
1159,1952,ETH,0,0,0,0,0
1160,1952,UAE,0,0,0,0,0
1161,1952,YAR,0,0,0,0,0
1162,1952,INA,0,0,0,0,0
1163,1952,PHI,0,0,0,0,0
1164,1952,SGP,0,0,0,0,0
1165,1952,UZB,0,0,0,0,0
1166,1952,KGZ,0,0,0,0,0
1167,1952,TJK,0,0,0,0,0
1168,1952,EUN,0,0,0,0,0
1169,1952,JPN,0,1,6,2,9
1170,1952,CGO,0,0,0,0,0
1171,1952,SUI,0,2,6,6,14
1172,1952,BRA,0,1,0,2,3
1173,1952,GDR,0,0,0,0,0
1174,1952,MGL,0,0,0,0,0
1175,1952,ISR,0,0,0,0,0
1176,1952,URU,0,0,0,2,2
1177,1952,SWE,0,12,13,10,35
1178,1952,SRI,0,0,0,0,0
1179,1952,ARM,0,0,0,0,0
1180,1952,CIV,0,0,0,0,0
1181,1952,KEN,0,0,0,0,0
1182,1952,BEN,0,0,0,0,0
1183,1952,GBR,0,1,2,8,11
1184,1952,GHA,0,0,0,0,0
1185,1952,SOM,0,0,0,0,0
1186,1952,MLI,0,0,0,0,0
1187,1952,AFG,0,0,0,0,0
1188,1952,POL,0,1,2,1,4
1189,1952,CRC,0,0,0,0,0
1190,1952,PAN,0,0,0,0,0
1191,1952,GEO,0,0,0,0,0
1192,1952,SLO,0,0,0,0,0
1193,1952,GUY,0,0,0,0,0
1194,1952,NZL,0,1,0,2,3
1195,1952,POR,0,0,0,1,1
1196,1952,PAR,0,0,0,0,0
1197,1952,ANG,0,0,0,0,0
1198,1952,VEN,0,0,0,1,1
1199,1952,COL,0,0,0,0,0
1200,1952,FRG,0,0,0,0,0
1201,1952,BAN,0,0,0,0,0
1202,1952,PER,0,0,0,0,0
1203,1952,ESA,0,0,0,0,0
1204,1952,PUR,0,0,0,0,0
1205,1952,UGA,0,0,0,0,0
1206,1952,HON,0,0,0,0,0
1207,1952,ECU,0,0,0,0,0
1208,1952,TKM,0,0,0,0,0
1209,1952,MRI,0,0,0,0,0
1210,1952,SEY,0,0,0,0,0
1211,1952,CZE,0,0,0,0,0
1212,1952,LUX,0,1,0,0,1
1213,1952,MTN,0,0,0,0,0
1214,1952,SKN,0,0,0,0,0
1215,1952,TTO,0,0,0,2,2
1216,1952,DOM,0,0,0,0,0
1217,1952,VIN,0,0,0,0,0
1218,1952,JAM,0,2,3,0,5
1219,1952,LBR,0,0,0,0,0
1220,1952,SUR,0,0,0,0,0
1221,1952,NEP,0,0,0,0,0
1222,1952,AUT,0,0,1,1,2
1223,1952,PLW,0,0,0,0,0
1224,1952,LTU,0,0,0,0,0
1225,1952,TOG,0,0,0,0,0
1226,1952,NAM,0,0,0,0,0
1227,1952,AHO,0,0,0,0,0
1228,1952,UKR,0,0,0,0,0
1229,1952,ISL,0,0,0,0,0
1230,1952,ASA,0,0,0,0,0
1231,1952,SAM,0,0,0,0,0
1232,1952,RWA,0,0,0,0,0
1233,1952,CRO,0,0,0,0,0
1234,1952,DMA,0,0,0,0,0
1235,1952,HAI,0,0,0,0,0
1236,1952,MLT,0,0,0,0,0
1237,1952,CYP,0,0,0,0,0
1238,1952,BIZ,0,0,0,0,0
1239,1952,YMD,0,0,0,0,0
1240,1952,THA,0,0,0,0,0
1241,1952,BER,0,0,0,0,0
1242,1952,ANZ,0,0,0,0,0
1243,1952,SCG,0,0,0,0,0
1244,1952,SLE,0,0,0,0,0
1245,1952,PNG,0,0,0,0,0
1246,1952,YEM,0,0,0,0,0
1247,1952,TLS,0,0,0,0,0
1248,1952,OMA,0,0,0,0,0
1249,1952,FIJ,0,0,0,0,0
1250,1952,VAN,0,0,0,0,0
1251,1952,MDA,0,0,0,0,0
1252,1952,BAH,0,0,0,0,0
1253,1952,GUA,0,0,0,0,0
1254,1952,YUG,0,1,2,0,3
1255,1952,LAT,0,0,0,0,0
1256,1952,SRB,0,0,0,0,0
1257,1952,IVB,0,0,0,0,0
1258,1952,MOZ,0,0,0,0,0
1259,1952,ISV,0,0,0,0,0
1260,1952,CAF,0,0,0,0,0
1261,1952,MAD,0,0,0,0,0
1262,1952,BIH,0,0,0,0,0
1263,1952,GUM,0,0,0,0,0
1264,1952,CAY,0,0,0,0,0
1265,1952,SVK,0,0,0,0,0
1266,1952,BAR,0,0,0,0,0
1267,1952,GBS,0,0,0,0,0
1268,1952,COD,0,0,0,0,0
1269,1952,GAB,0,0,0,0,0
1270,1952,SMR,0,0,0,0,0
1271,1952,LAO,0,0,0,0,0
1272,1952,BOT,0,0,0,0,0
1273,1952,ROT,0,0,0,0,0
1274,1952,KOR,0,0,0,2,2
1275,1952,CAM,0,0,0,0,0
1276,1952,PRK,0,0,0,0,0
1277,1952,SOL,0,0,0,0,0
1278,1952,SEN,0,0,0,0,0
1279,1952,CPV,0,0,0,0,0
1280,1952,GEQ,0,0,0,0,0
1281,1952,BOL,0,0,0,0,0
1282,1952,SAA,0,0,0,0,0
1283,1952,ANT,0,0,0,0,0
1284,1952,AND,0,0,0,0,0
1285,1952,ZIM,0,0,0,0,0
1286,1952,GRN,0,0,0,0,0
1287,1952,HKG,0,0,0,0,0
1288,1952,LCA,0,0,0,0,0
1289,1952,FSM,0,0,0,0,0
1290,1952,MYA,0,0,0,0,0
1291,1952,MAW,0,0,0,0,0
1292,1952,ZAM,0,0,0,0,0
1293,1952,TPE,0,0,0,0,0
1294,1952,STP,0,0,0,0,0
1295,1952,MKD,0,0,0,0,0
1296,1952,BOH,0,0,0,0,0
1297,1952,LIE,0,0,0,0,0
1298,1952,MNE,0,0,0,0,0
1299,1952,GAM,0,0,0,0,0
1300,1952,ALB,0,0,0,0,0
1301,1952,WIF,0,0,0,0,0
1302,1952,SWZ,0,0,0,0,0
1303,1952,NBO,0,0,0,0,0
1304,1952,BDI,0,0,0,0,0
1305,1952,ARU,0,0,0,0,0
1306,1952,NRU,0,0,0,0,0
1307,1952,VIE,0,0,0,0,0
1308,1952,BHU,0,0,0,0,0
1309,1952,MHL,0,0,0,0,0
1310,1952,KIR,0,0,0,0,0
1311,1952,UNK,0,0,0,0,0
1312,1952,TUV,0,0,0,0,0
1313,1952,TGA,0,0,0,0,0
1314,1952,NFL,0,0,0,0,0
1315,1952,KOS,0,0,0,0,0
1316,1952,SSD,0,0,0,0,0
1317,1952,LES,0,0,0,0,0
1318,1952,EOR,0,0,0,0,0
1319,1952,AIN,0,0,0,0,0
1320,1956,CHN,0,0,0,0,0
1321,1956,DEN,0,1,2,1,4
1322,1956,NED,0,0,0,0,0
1323,1956,FIN,0,3,1,11,15
1324,1956,NOR,0,1,0,2,3
1325,1956,ROU,0,5,3,5,13
1326,1956,EST,0,0,0,0,0
1327,1956,FRA,0,4,4,6,14
1328,1956,MAR,0,0,0,0,0
1329,1956,ESP,0,0,0,0,0
1330,1956,EGY,0,0,0,0,0
1331,1956,IRI,0,2,2,1,5
1332,1956,BUL,0,1,3,1,5
1333,1956,ITA,0,8,8,9,25
1334,1956,CHA,0,0,0,0,0
1335,1956,AZE,0,0,0,0,0
1336,1956,SUD,0,0,0,0,0
1337,1956,RUS,0,0,0,0,0
1338,1956,ARG,0,0,1,1,2
1339,1956,CUB,0,0,0,0,0
1340,1956,BLR,0,0,0,0,0
1341,1956,GRE,0,0,0,1,1
1342,1956,CMR,0,0,0,0,0
1343,1956,TUR,0,3,2,2,7
1344,1956,CHI,0,0,2,2,4
1345,1956,MEX,0,1,0,1,2
1346,1956,USA,0,32,25,17,74
1347,1956,URS,0,37,29,32,98
1348,1956,NCA,0,0,0,0,0
1349,1956,HUN,0,9,10,7,26
1350,1956,NGR,0,0,0,0,0
1351,1956,ALG,0,0,0,0,0
1352,1956,KUW,0,0,0,0,0
1353,1956,BRN,0,0,0,0,0
1354,1956,PAK,0,0,1,0,1
1355,1956,IRQ,0,0,0,0,0
1356,1956,LBN,0,0,0,0,0
1357,1956,QAT,0,0,0,0,0
1358,1956,MAS,0,0,0,0,0
1359,1956,GER,0,0,0,0,0
1360,1956,CAN,0,2,1,3,6
1361,1956,IRL,0,1,1,3,5
1362,1956,AUS,1,13,8,14,35
1363,1956,RSA,0,0,0,4,4
1364,1956,ERI,0,0,0,0,0
1365,1956,TAN,0,0,0,0,0
1366,1956,JOR,0,0,0,0,0
1367,1956,TUN,0,0,0,0,0
1368,1956,LBA,0,0,0,0,0
1369,1956,BEL,0,0,2,0,2
1370,1956,DJI,0,0,0,0,0
1371,1956,PLE,0,0,0,0,0
1372,1956,COM,0,0,0,0,0
1373,1956,KAZ,0,0,0,0,0
1374,1956,BRU,0,0,0,0,0
1375,1956,IND,0,1,0,0,1
1376,1956,KSA,0,0,0,0,0
1377,1956,SYR,0,0,0,0,0
1378,1956,MDV,0,0,0,0,0
1379,1956,ETH,0,0,0,0,0
1380,1956,UAE,0,0,0,0,0
1381,1956,YAR,0,0,0,0,0
1382,1956,INA,0,0,0,0,0
1383,1956,PHI,0,0,0,0,0
1384,1956,SGP,0,0,0,0,0
1385,1956,UZB,0,0,0,0,0
1386,1956,KGZ,0,0,0,0,0
1387,1956,TJK,0,0,0,0,0
1388,1956,EUN,0,0,0,0,0
1389,1956,JPN,0,4,10,5,19
1390,1956,CGO,0,0,0,0,0
1391,1956,SUI,0,0,0,1,1
1392,1956,BRA,0,1,0,0,1
1393,1956,GDR,0,0,0,0,0
1394,1956,MGL,0,0,0,0,0
1395,1956,ISR,0,0,0,0,0
1396,1956,URU,0,0,0,1,1
1397,1956,SWE,0,8,5,6,19
1398,1956,SRI,0,0,0,0,0
1399,1956,ARM,0,0,0,0,0
1400,1956,CIV,0,0,0,0,0
1401,1956,KEN,0,0,0,0,0
1402,1956,BEN,0,0,0,0,0
1403,1956,GBR,0,6,7,11,24
1404,1956,GHA,0,0,0,0,0
1405,1956,SOM,0,0,0,0,0
1406,1956,MLI,0,0,0,0,0
1407,1956,AFG,0,0,0,0,0
1408,1956,POL,0,1,4,4,9
1409,1956,CRC,0,0,0,0,0
1410,1956,PAN,0,0,0,0,0
1411,1956,GEO,0,0,0,0,0
1412,1956,SLO,0,0,0,0,0
1413,1956,GUY,0,0,0,0,0
1414,1956,NZL,0,2,0,0,2
1415,1956,POR,0,0,0,0,0
1416,1956,PAR,0,0,0,0,0
1417,1956,ANG,0,0,0,0,0
1418,1956,VEN,0,0,0,0,0
1419,1956,COL,0,0,0,0,0
1420,1956,FRG,0,0,0,0,0
1421,1956,BAN,0,0,0,0,0
1422,1956,PER,0,0,0,0,0
1423,1956,ESA,0,0,0,0,0
1424,1956,PUR,0,0,0,0,0
1425,1956,UGA,0,0,0,0,0
1426,1956,HON,0,0,0,0,0
1427,1956,ECU,0,0,0,0,0
1428,1956,TKM,0,0,0,0,0
1429,1956,MRI,0,0,0,0,0
1430,1956,SEY,0,0,0,0,0
1431,1956,CZE,0,0,0,0,0
1432,1956,LUX,0,0,0,0,0
1433,1956,MTN,0,0,0,0,0
1434,1956,SKN,0,0,0,0,0
1435,1956,TTO,0,0,0,0,0
1436,1956,DOM,0,0,0,0,0
1437,1956,VIN,0,0,0,0,0
1438,1956,JAM,0,0,0,0,0
1439,1956,LBR,0,0,0,0,0
1440,1956,SUR,0,0,0,0,0
1441,1956,NEP,0,0,0,0,0
1442,1956,AUT,0,0,0,2,2
1443,1956,PLW,0,0,0,0,0
1444,1956,LTU,0,0,0,0,0
1445,1956,TOG,0,0,0,0,0
1446,1956,NAM,0,0,0,0,0
1447,1956,AHO,0,0,0,0,0
1448,1956,UKR,0,0,0,0,0
